tic_id,period_days,epoch_btjd,duration_hours,depth_ppm,bls_snr,cnn_probability,vetting_passed,vetting_reasons,rank_score
278988794,3.796222,1328.4614,3.0,45819.9,495.44,0.0286,False,depth 4.58% exceeds 3.0% cap; odd/even depth differ by 87.5% (24588 vs 62801 ppm),0.0
279403981,14.325334,1421.9944,4.0,5611.4,2.74,0.0,False,odd/even depth differ by 36.3% (4125 vs 5954 ppm),0.0
279454250,14.834077,1421.8214,6.0,8959.2,3.53,0.0392,True,,0.0392
279574462,14.013812,1365.6298,2.0,3854.8,5.04,0.0294,False,odd/even depth differ by 71.3% (1914 vs 4033 ppm),0.0
279741291,18.259562,1330.2176,6.0,1900.2,6.55,0.1627,False,odd/even depth differ by 94.7% (2482 vs 887 ppm),0.0
279835138,15.39379,1332.9079,1.5,5860.1,4.52,0.0581,False,odd/even depth differ by 21.3% (4374 vs 5416 ppm),0.0
280856082,13.941624,1571.0049,6.0,33007.4,8.88,0.0011,False,depth 3.30% exceeds 3.0% cap,0.0
280866656,5.213141,1414.956,3.0,5479.0,25.76,0.0441,True,,0.0441
280869258,15.667639,1421.506,8.0,5657.7,7.29,0.6376,True,,0.6376
280948596,13.679764,1570.9674,4.0,13791.0,7.81,0.0002,False,odd/even depth differ by 18.3% (18408 vs 15320 ppm),0.0
281923304,14.251541,1400.0913,6.0,3944.8,5.31,0.1338,False,odd/even depth differ by 115.1% (1608 vs 5967 ppm),0.0
285830978,14.368733,1520.7012,3.0,5962.0,4.36,0.0228,False,odd/even depth differ by 30.5% (6742 vs 4958 ppm),0.0
287154097,0.930873,1386.2958,2.0,3016.1,33.96,0.0,True,,0.0
287427126,0.587551,1385.9955,1.5,1293.6,36.13,0.0,True,,0.0
287792868,19.148083,1571.3011,3.0,43598.5,4.32,0.0481,False,depth 4.36% exceeds 3.0% cap; odd/even depth differ by 69.4% (27630 vs 57015 ppm),0.0
287895933,0.585603,1571.155,0.5,26158.7,71.38,0.0002,False,odd/even depth differ by 15.8% (26426 vs 22547 ppm),0.0
288019366,13.853444,1584.9282,3.0,38512.8,5.7,0.0177,False,depth 3.85% exceeds 3.0% cap; odd/even depth differ by 21.3% (31543 vs 39070 ppm),0.0
288020603,10.715689,1571.6345,1.0,12406.0,2.88,0.0532,False,odd/even depth differ by 19.3% (9561 vs 11608 ppm),0.0
288102420,13.144497,1571.3501,1.5,71112.9,7.39,0.0592,False,depth 7.11% exceeds 3.0% cap,0.0
290403989,16.948377,1329.7323,6.0,5915.3,4.01,0.0172,False,odd/even depth differ by 150.4% (969 vs 6852 ppm),0.0
290754931,13.946768,1338.726,1.5,5458.4,5.58,0.0233,False,odd/even depth differ by 20.0% (4140 vs 5061 ppm),0.0
291463780,2.867454,1491.804,8.0,4216.7,20.97,0.0017,True,,0.0017
293164357,6.179081,1390.3914,1.0,7336.8,2.9,0.0418,False,odd/even depth differ by 73.8% (11817 vs 5448 ppm),0.0
293165262,0.507732,1325.5605,0.5,1108.2,5.4,0.0424,True,,0.0424
293811985,10.283495,1518.7761,3.0,8911.4,6.12,0.0972,False,odd/even depth differ by 49.6% (5934 vs 9848 ppm),0.0
293858572,3.250391,1603.0606,6.0,9502.8,5.8,0.2295,True,,0.2295
294053492,1.085269,1325.9842,1.0,732.2,5.38,0.2581,False,odd/even depth differ by 29.6% (528 vs 711 ppm),0.0
294096029,13.398087,1477.4626,3.0,13095.1,6.83,0.2529,False,odd/even depth differ by 22.7% (11916 vs 14963 ppm),0.0
294243231,20.0,1602.5251,3.0,24192.3,3.19,0.0153,False,odd/even depth differ by 26.2% (25791 vs 19815 ppm),0.0
295238189,14.134262,1570.9634,4.0,9320.5,6.53,0.0125,False,odd/even depth differ by 130.4% (3222 vs 15302 ppm),0.0
